music_lover_id,music_lover_name,music_lover_followers_count,music_lover_friends_count,post_created_at,post_text,post_hashtags,post_mentions,post_favorite_count,post_retweet_count
862643545819275264,DutchAshtangi,106,501,Fri Apr 26 16:06:35 +0000 2019,"@scotty_sss I love my bf, my family, and mos def my cat :) But I don’t need them every day. Love some distance here… https://t.co/fgrkyIQE8r",#,@scotty_sss@,0,0
4875340828,mos_def_jacoby,146,337,Fri Apr 26 16:06:25 +0000 2019,RT @zackfox: Yo auntie was in the walk it out music video facing the wrong direction https://t.co/HpAE7dm85f,#,@zackfox@,0,505
531035005,deekay2d,215,528,Fri Apr 26 16:05:07 +0000 2019,@dinsleek Mos def! 🙏,#,@dinsleek@,1,0
69404606,Missleo814,1094,1571,Fri Apr 26 15:57:50 +0000 2019,"Lady in the beginning, Mr. Down on Skid...best vocals. Tisha ass was pulling a Jennifer Hudson and over fucking singing.",#,@,0,0
1022472853264973824,SamaraCenturiao,122,202,Fri Apr 26 13:39:45 +0000 2019,"RT @dicas_de_ingles: Imediatamente em inglês pode ser:

- at once
- immediately 
- right away

- Call Mr Hudson immediately/at once/right a…",#,@dicas_de_ingles@,0,22
124373793,NikeBrainz,447,145,Fri Apr 26 15:27:16 +0000 2019,Sa-ra creative kinda day,#,@,0,0
867036522947674112,sahmbeau,129,126,Thu Apr 25 16:57:03 +0000 2019,was doin' myself a disservice by not gettin' hip to Sa-Ra sooner than now. good lord...,#,@,0,0
243799393,FLUDtalkz,196,592,Thu Apr 25 04:22:39 +0000 2019,@noreaga I would love to see Sa-ra or at least @tAzArnold on drink champs. He paved the way for ppl like Virgil,#,@noreaga@tAzArnold@,0,0
143330307,jay_worldly,1638,1591,Wed Apr 24 02:02:10 +0000 2019,ty dolla sign been killing features when sa-ra creative partners was popping. stop playing with that man.,#,@,1,0
294283011,dinogoldie,1282,855,Sun Apr 21 22:49:26 +0000 2019,"#NowPlaying #HappyEaster Braille &amp; Symbolyc One ""Heart of Gold"" https://t.co/dYobxjOx18",#NowPlaying#HappyEaster#,@,1,0
788214668670201856,tedd_descardes,106,612,Fri Apr 26 16:13:28 +0000 2019,"RT @cocoabutterbf: SWV Reacts To Teyana Taylor, Queen Naija, H.E.R. &amp; more! https://t.co/vF4CQNZlTq",#,@cocoabutterbf@,0,1101
610716965,quizzle556,36,122,Fri Apr 26 16:12:25 +0000 2019,"RT @cocoabutterbf: SWV Reacts To Teyana Taylor, Queen Naija, H.E.R. &amp; more! https://t.co/vF4CQNZlTq",#,@cocoabutterbf@,0,1101
984436960541401088,teezinthecity,85,175,Fri Apr 26 16:11:42 +0000 2019,"RT @cocoabutterbf: SWV Reacts To Teyana Taylor, Queen Naija, H.E.R. &amp; more! https://t.co/vF4CQNZlTq",#,@cocoabutterbf@,0,1101
317397683,tony_pike15,5245,424,Fri Apr 26 15:52:46 +0000 2019,"RT @MoEgger1530: .@tony_pike15 and I have #Cincy360. Lots of draft reaction, day two thoughts, and you'll hear from Jonah Williams, Zac Tay…",#Cincy360#,@MoEgger1530@tony_pike15@,0,1
1118232025847087104,Tony_000000Z,3,96,Fri Apr 26 15:51:39 +0000 2019,@sportslarryknbr Greedy Williams,#,@sportslarryknbr@,0,0
22176791,MoEgger1530,54753,1710,Fri Apr 26 15:51:31 +0000 2019,".@tony_pike15 and I have #Cincy360. Lots of draft reaction, day two thoughts, and you'll hear from Jonah Williams,… https://t.co/6fF2Gmp11r",#Cincy360#,@tony_pike15@,7,1
1691227363,wil_bradshaw,70,382,Fri Apr 26 15:33:13 +0000 2019,"Brad Paisley🎶
Trisha Yearwood🎼
Don Williams 🎵
Clay Walker🎶
Loretta Lynn ♩
Garth Brooks 🎵
Travis Trent ♩
Darius Ruck… https://t.co/h9D4FgvSgj",#,@,0,0
2982784305,TheSportFellas,5840,2701,Fri Apr 26 15:31:59 +0000 2019,"Podcast

Alexander Mattison, Devine Ozigbo, Darwin Thompson, Ryquell Armstead, James Williams, Tony Pollard, Miles… https://t.co/eqcEhc8Eyk",#,@,0,0
1043895479170486272,Chrisdawavee,0,0,Fri Apr 26 16:14:26 +0000 2019,@stockx When will the Travis Scott 1s winners be announced?,#,@stockx@,0,0
133481257,___TYGA___,2642,388,Fri Apr 26 16:14:29 +0000 2019,"@Renxer_ かましてこい😂✨
たまには遊ぼうな\(  •̀ω•́  )/",#,@Renxer_@,0,0
882318807586549760,saleemibrhm,48,150,Fri Apr 26 16:14:17 +0000 2019,"RT @NickiOnChart: “Dip” by @Tyga &amp; @NICKIMINAJ has now surpassed 100 million streams on Spotify. 

*this is her 40th song to do this so (wi…",#,@NickiOnChart@Tyga@NICKIMINAJ@,0,92
1006579460395687938,dostofallen,2683,1983,Fri Apr 26 16:14:17 +0000 2019,"@tolutezzy_ #MTNYelloTopTen
Marshmello x Tyga x Chris Brown Light It Up🔥",#MTNYelloTopTen#,@tolutezzy_@,0,0
1034539618472013825,2PC2O2,164,3234,Fri Apr 26 16:13:59 +0000 2019,"RT @HotNewHipHop: #LightItUp out right now 👀✨
@marshmellomusic @chrisbrown @tyga

https://t.co/kS1sVXeVIg https://t.co/BziTNbZhaN",#LightItUp#,@HotNewHipHop@marshmellomusic@chrisbrown@Tyga@,0,6
194210499,kacimagespr,771,1882,Fri Apr 26 16:13:39 +0000 2019,"Client In The News: Shout out to Robby, Vanessa and @xxl for the support. Check out @trapbeckham new video x… https://t.co/WOW5b7Vml2",#,@XXL@trapbeckham@,0,0
